Galaxy wrapper id	Galaxy tool ids	Description	bio.tool id	bio.tool name	bio.tool description	EDAM operation	EDAM topic	Status	Source	ToolShed categories	ToolShed id	Galaxy wrapper owner	Galaxy wrapper source	Galaxy wrapper version	Conda id	Conda version
getindelrates_3way	indelRates_3way	Estimate Indel Rates for 3-way alignments						To update		Sequence Analysis, Variant Analysis	getindelrates_3way	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/getindelrates_3way	1.0.0	bx-python	0.10.0
getindels_2way	getIndels_2way	Fetch Indels from pairwise alignments						To update		Sequence Analysis, Variant Analysis	getindels_2way	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/getindels_2way	1.0.0	numpy	
gmaj	gmaj_1	GMAJ Multiple Alignment Viewer						To update		Visualization	gmaj	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/gmaj	2.0.1		
hisat	hisat	HISAT is a fast and sensitive spliced alignment program.						To update	http://ccb.jhu.edu/software/hisat/index.shtml	Assembly	hisat	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/hisat	1.0.3	hisat	
histogram	histogram_rpy	Histogram of a numeric column						To update		Graphics, Statistics	histogram	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/histogram	1.0.4	rpy2	2.7.8
indels_3way	indels_3way	Fetch Indels from 3-way alignments						To update		Sequence Analysis	indels_3way	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/indels_3way	1.0.3		
kernel_canonical_correlation_analysis	kcca1	Kernel Canonical Correlation Analysis						To update		Statistics	kernel_canonical_correlation_analysis	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/kernel_canonical_correlation_analysis	1.0.0	rpy	
kernel_principal_component_analysis	kpca1	Kernel Principal Component Analysis						To update		Statistics	kernel_principal_component_analysis	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/kernel_principal_component_analysis	1.0.0	rpy	
lastz_paired_reads	lastz_paired_reads_wrapper	Galaxy wrapper for the Lastz alignment tool on paired reads						To update		Next Gen Mappers	lastz_paired_reads	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/lastz_paired_reads	1.1.1	lastz	1.04.22
lda_analysis	lda_analy1	Perform Linear Discriminant Analysis						To update		Graphics, Statistics	lda_analysis	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/lda_analysis	1.0.1	R	
linear_regression	LinearRegression1	Perform Linear Regression						To update		Statistics	linear_regression	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/linear_regression	1.0.1	R	
logistic_regression_vif	LogisticRegression	Perform Logistic Regression with vif						To update		Sequence Analysis, Variant Analysis, Statistics	logistic_regression_vif	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/logistic_regression_vif	1.0.1	numpy	
maf_cpg_filter	cpgFilter	Mask CpG/non-CpG sites from MAF file						To update		Sequence Analysis, Variant Analysis	maf_cpg_filter	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/maf_cpg_filter	1.0.0	bx-python	0.10.0
mapping_to_ucsc	mapToUCSC	Format mapping data as UCSC custom track						To update		Visualization, Convert Formats, Next Gen Mappers	mapping_to_ucsc	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/mapping_to_ucsc	1.0.0		
megablast_xml_parser	megablast_xml_parser	Parse blast XML output						To update		Next Gen Mappers, Convert Formats	megablast_xml_parser	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/megablast_xml_parser	1.0.1	python	
merge_cols	mergeCols1	Merge columns together.						To update		Text Manipulation	merge_cols	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/merge_cols	1.0.3	python	
microsatellite_birthdeath	microsatellite_birthdeath	Identify microsatellite births and deaths						To update		Sequence Analysis	microsatellite_birthdeath	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/microsatellite_birthdeath	1.0.0		
microsats_alignment_level	microsats_align1	Extract Orthologous Microsatellites from pair-wise alignments						To update		Sequence Analysis, Variant Analysis	microsats_alignment_level	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/microsats_alignment_level	1.0.0	sputnik	
microsats_mutability	microsats_mutability1	Estimate microsatellite mutability by specified attributes						To update		Sequence Analysis, Variant Analysis	microsats_mutability	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/microsats_mutability	1.1.0	bx-python	0.10.0
mine	maximal_information_based_nonparametric_exploration	Maximal Information-based Nonparametric Exploration						To update		Variant Analysis	mine	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/mine	0.0.1	MINE	
multispecies_orthologous_microsats	multispecies_orthologous_microsats	Extract orthologous microsatellites						To update		Sequence Analysis, Variant Analysis	multispecies_orthologous_microsats	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/multispecies_orthologous_microsats	1.0.0	bx-sputnik	
mutate_snp_codon	mutate_snp_codon_1	Mutate Codons with SNPs						To update		Variant Analysis	mutate_snp_codon	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/mutate_snp_codon	1.0.0		
partialr_square	partialRsq	Compute partial R square						To update		Statistics	partialr_square	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/partialr_square	1.0.0	R	
pearson_correlation	Pearson_and_apos_Correlation1	Pearson and apos Correlation between any two numeric columns						To update		Statistics	pearson_correlation	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/pearson_correlation	1.0.0		
pgsnp2gd_snp	pgSnp2gd_snp	Convert from pgSnp to gd_snp						To update		Variant Analysis	pgsnp2gd_snp	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/pgsnp2gd_snp	1.0.0		
pileup_interval	pileup_interval	Pileup-to-Interval condenses pileup format into ranges of bases						To update		SAM	pileup_interval	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/pileup_interval	1.0.3	bx-python	0.10.0
pileup_parser	pileup_parser	Filter pileup on coverage and SNPs						To update	https://github.com/galaxyproject/tools-devteam/	SAM	pileup_parser	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/pileup_parser	1.0.2	perl	
plot_from_lda	plot_for_lda_output1	"Draw ROC plot on ""Perform LDA"" output"						To update		Graphics, Statistics	plot_from_lda	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/plot_from_lda	1.0.1	R	
principal_component_analysis	pca1	Principal Component Analysis						To update		Statistics	principal_component_analysis	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/principal_component_analysis	1.0.2	rpy	
quality_filter	qualityFilter	Filter nucleotides based on quality scores						To update		Sequence Analysis, Variant Analysis	quality_filter	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/quality_filter	1.0.1	bx-python	0.10.0
rcve	rcve1	Compute RCVE						To update		Sequence Analysis, Variant Analysis	rcve	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/rcve	1.0.0	R	
remove_beginning	Remove beginning1	Remove lines from the beginning of a file.						To update		Text Manipulation	remove_beginning	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/remove_beginning	1.0.0		
rmap	rmap_wrapper	RMAP for Solexa Short Reads Alignment						To update		Next Gen Mappers	rmap	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/rmap	1.0.0	rmap	2.1
rmapq	rmapq_wrapper	RMAPQ for Solexa Short Reads Alignment with Quality Scores						To update		Next Gen Mappers	rmapq	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/rmapq	1.0.0	rmap	2.1
sam2interval	sam2interval	Convert SAM to interval.						To update		SAM	sam2interval	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/sam2interval	1.0.2	python	
sam_bitwise_flag_filter	sam_bw_filter	Filter SAM on bitwise flag values						To update		SAM	sam_bitwise_flag_filter	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/sam_bitwise_flag_filter	1.0.1	python	
scatterplot	scatterplot_rpy	Scatterplot of two numeric columns						To update		Graphics, Statistics	scatterplot	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/scatterplot	1.0.3	numpy	
short_reads_figure_high_quality_length	hist_high_quality_score	Histogram of high quality score reads						To update		Sequence Analysis, Graphics	short_reads_figure_high_quality_length	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/short_reads_figure_high_quality_length	1.0.0	rpy	
short_reads_figure_score	quality_score_distribution	Build base quality distribution						To update		Sequence Analysis, Graphics	short_reads_figure_score	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/short_reads_figure_score	1.0.2	fontconfig	
short_reads_trim_seq	trim_reads	Select high quality segments						To update		Fastq Manipulation	short_reads_trim_seq	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/short_reads_trim_seq	1.0.0		
show_beginning	Show beginning1	Select lines from the beginning of a file.						To update		Text Manipulation	show_beginning	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/show_beginning	1.0.0		
show_tail	Show tail1	Select lines from the end of a file.						To update		Text Manipulation	show_tail	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/show_tail	1.0.0		
sicer	peakcalling_sicer	Statistical approach for the Identification of ChIP-Enriched Regions						Up-to-date	https://home.gwu.edu/~wpeng/Software.htm	ChIP-seq	sicer	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/sicer	1.1	SICER	1.1
split_paired_reads	split_paired_reads	Split paired end reads						To update		Fastq Manipulation	split_paired_reads	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/split_paired_reads	1.0.0		
substitution_rates	subRate1	Estimate substitution rates for non-coding regions						To update		Sequence Analysis, Variant Analysis	substitution_rates	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/substitution_rates	1.0.0		
substitutions	substitutions1	Fetch substitutions from pairwise alignments						To update		Sequence Analysis, Variant Analysis	substitutions	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/substitutions	1.0.1	bx-python	0.10.0
t_test_two_samples	t_test_two_samples	T Test for Two Samples						To update		Statistics	t_test_two_samples	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/t_test_two_samples	1.0.1	R	
table_annovar	table_annovar	Annotate a VCF file using ANNOVAR annotations to produce a tabular file that can be filtered						To update		Variant Analysis	table_annovar	devteam	Nonehttps://github.com/galaxyproject/tools-devteam/tree/master/tools/table_annovar	0.2	annovar	
tabular_to_fasta	tab2fasta	Tabular-to-FASTA						To update		Convert Formats	tabular_to_fasta	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/tabular_to_fasta	1.1.1	python	
tophat	tophat	Tophat for Illumina						To update		RNA, Next Gen Mappers	tophat	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/tophat	1.5.0	samtools	1.18
tophat2	tophat2	Tophat - fast splice junction mapper for RNA-Seq reads						To update	http://ccb.jhu.edu/software/tophat/index.shtml	RNA, Next Gen Mappers	tophat2	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/tophat2	2.1.1	bowtie2	2.5.2
tophat_fusion_post	tophat_fusion_post	Wrapper for Tophat-Fusion post step						To update		Transcriptomics	tophat_fusion_post	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/tophat_fusion_post	0.1	blast+	
trimmer	trimmer	Trim leading or trailing characters.						To update		Text Manipulation	trimmer	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/trimmer	0.0.1		
ucsc_custom_track	build_ucsc_custom_track_1	Build custom track for UCSC genome browser						To update		Sequence Analysis	ucsc_custom_track	devteam	https://github.com/galaxyproject/tools-devteam/tree/main/tools/ucsc_custom_track	1.0.1	python	
varscan_version_2	varscan	VarScan wrapper						To update	https://dkoboldt.github.io/varscan/	Variant Analysis	varscan_version_2	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/varscan_version_2	2.4.2	varscan	2.4.6
vcf2pgsnp	vcf2pgSnp	VCF to pgSnp						To update		Variant Analysis	vcf2pgsnp	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/vcf2pgsnp	1.0.0		
vcf_annotate	vcf_annotate	Annotate a VCF file (dbSNP, hapmap)						To update		Variant Analysis	vcf_annotate	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/vcf_annotate	1.0.0		
vcf_extract	vcf_extract	Extract reads from a specified region						To update		Variant Analysis	vcf_extract	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/vcf_extract	1.0.0		
vcf_filter	vcf_filter	Filter a VCF file						To update		Variant Analysis	vcf_filter	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/vcf_filter	1.0.0		
vcf_intersect	vcf_intersect	Generate the intersection of two VCF files						To update		Variant Analysis	vcf_intersect	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/vcf_intersect	1.0.0		
weightedaverage	wtavg	Assign weighted-average of the values of features overlapping an interval						To update		Sequence Analysis, Variant Analysis	weightedaverage	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/weightedaverage	1.0.1	galaxy-ops	1.1.0
windowsplitter	winSplitter	Make windows						To update		Sequence Analysis, Variant Analysis	windowsplitter	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/windowsplitter	1.0.1	bx-python	0.10.0
xy_plot	XY_Plot_1	Plotting tool for multiple series and graph types						To update		Graphics, Statistics	xy_plot	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/xy_plot	1.0.2	r-base	
basecoverage	gops_basecoverage_1	Base Coverage of all intervals						To update	https://github.com/galaxyproject/gops	Genomic Interval Operations	basecoverage	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tool_collections/gops/basecoverage	1.0.0	bx-python	0.10.0
cluster	gops_cluster_1	Cluster the intervals of a dataset						To update	https://github.com/galaxyproject/gops	Genomic Interval Operations	cluster	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tool_collections/gops/cluster	1.0.0	bx-python	0.10.0
complement	gops_complement_1	Complement intervals of a dataset						To update	https://github.com/galaxyproject/gops	Genomic Interval Operations	complement	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tool_collections/gops/complement	1.0.0	bx-python	0.10.0
concat	gops_concat_1	Concatenate two bed files						To update	https://github.com/galaxyproject/gops	Genomic Interval Operations	concat	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tool_collections/gops/concat	1.0.1	bx-python	0.10.0
coverage	gops_coverage_1	Coverage of a set of intervals on second set of intervals						To update	https://github.com/galaxyproject/gops	Genomic Interval Operations	coverage	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tool_collections/gops/coverage	1.0.0	bx-python	0.10.0
flanking_features	flanking_features_1	Fetch closest non-overlapping feature for every interval						To update	https://github.com/galaxyproject/gops	Genomic Interval Operations	flanking_features	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tool_collections/gops/flanking_features	4.0.1	bx-python	0.10.0
get_flanks	get_flanks1	Get flanks returns flanking region/s for every gene						To update	https://github.com/galaxyproject/gops	Genomic Interval Operations	get_flanks	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tool_collections/gops/get_flanks	1.0.0	bx-python	0.10.0
intersect	gops_intersect_1	Intersect the intervals of two datasets						To update	https://github.com/galaxyproject/gops	Genomic Interval Operations	intersect	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tool_collections/gops/intersect	1.0.0	bx-python	0.10.0
join	gops_join_1	Join the intervals of two datasets side-by-side						To update	https://github.com/galaxyproject/gops	Genomic Interval Operations	join	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tool_collections/gops/join	1.0.0	bx-python	0.10.0
merge	gops_merge_1	Merge the overlapping intervals of a dataset						To update	https://github.com/galaxyproject/gops	Genomic Interval Operations	merge	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tool_collections/gops/merge	1.0.0	bx-python	0.10.0
subtract	gops_subtract_1	Subtract the intervals of two datasets						To update	https://github.com/galaxyproject/gops	Genomic Interval Operations	subtract	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tool_collections/gops/subtract	1.0.0	bx-python	0.10.0
subtract_query	subtract_query1	Subtract Whole Dataset from another dataset						To update	https://github.com/galaxyproject/gops	Genomic Interval Operations	subtract_query	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tool_collections/gops/subtract_query	0.1	bx-python	0.10.0
tables_arithmetic_operations	tables_arithmetic_operations	Arithmetic Operations on tables						To update	https://github.com/galaxyproject/gops	Genomic Interval Operations	tables_arithmetic_operations	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tool_collections/gops/tables_arithmetic_operations	1.0.0	perl	
hgv_fundo	hgv_funDo	FunDO human genes associated with disease terms						To update		Sequence Analysis	hgv_fundo	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tool_collections/hgv/hgv_fundo	1.0.0		
hgv_hilbertvis	hgv_hilbertvis	HVIS visualization of genomic data with the Hilbert curve						To update	https://www.ebi.ac.uk/huber-srv/hilbert/	Graphics, Visualization	hgv_hilbertvis	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tool_collections/hgv/hgv_hilbertvis	1.0.0	R	
snpfreq	hgv_snpFreq	snpFreq significant SNPs in case-control data						To update		Variant Analysis, Statistics	snpfreq	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tool_collections/hgv/snpfreq	1.0.1	R	
find_diag_hits	find_diag_hits	Find diagnostic hits						To update	https://bitbucket.org/natefoo/taxonomy	Metagenomics	find_diag_hits	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tool_collections/taxonomy/find_diag_hits	1.0.0	taxonomy	0.9.0
gi2taxonomy	Fetch Taxonomic Ranks	Fetch taxonomic representation						To update	https://bitbucket.org/natefoo/taxonomy	Metagenomics	gi2taxonomy	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tool_collections/taxonomy/gi2taxonomy	1.1.1	taxonomy	0.9.0
kraken2tax	Kraken2Tax	Convert Kraken output to Galaxy taxonomy data.						To update	https://bitbucket.org/natefoo/taxonomy	Metagenomics	kraken2tax	devteam	https://github.com/galaxyproject/tools-devteam/blob/master/tool_collections/taxonomy/kraken2tax/	1.2+galaxy0	gawk	
lca_wrapper	lca1	Find lowest diagnostic rank						To update	https://bitbucket.org/natefoo/taxonomy	Metagenomics	lca_wrapper	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tool_collections/taxonomy/lca_wrapper	1.0.1	taxonomy	0.9.0
poisson2test	poisson2test	Poisson two-sample test						To update	https://bitbucket.org/natefoo/taxonomy	Statistics, Metagenomics	poisson2test	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tool_collections/taxonomy/poisson2test	1.0.0	taxonomy	0.9.0
t2ps	Draw_phylogram	Draw phylogeny						To update	https://bitbucket.org/natefoo/taxonomy	Metagenomics	t2ps	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tool_collections/taxonomy/t2ps	1.0.0	taxonomy	0.9.0
t2t_report	t2t_report	Summarize taxonomy						To update	https://bitbucket.org/natefoo/taxonomy	Metagenomics	t2t_report	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tool_collections/taxonomy/t2t_report	1.0.0	taxonomy	0.9.0
vcftools_annotate	vcftools_annotate	Annotate VCF using custom/user-defined annotations						To update	https://vcftools.github.io/	Variant Analysis	vcftools_annotate	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tool_collections/vcftools/vcftools_annotate	0.1	echo	
vcftools_compare	vcftools_compare	Compare VCF files to get overlap and uniqueness statistics						To update	https://vcftools.github.io/	Variant Analysis	vcftools_compare	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tool_collections/vcftools/vcftools_compare	0.1	tabix	1.11
vcftools_consensus	vcftools_consensus	Apply VCF variants to a fasta file to create consensus sequence						To update	https://vcftools.github.io/	Variant Analysis	vcftools_consensus	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tool_collections/vcftools/vcftools_consensus	0.1.11	samtools	1.18
vcftools_isec	vcftools_isec	Intersect multiple VCF datasets						To update	https://vcftools.github.io/	Variant Analysis	vcftools_isec	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tool_collections/vcftools/vcftools_isec	0.1.1	tabix	1.11
vcftools_merge	vcftools_merge	Merge multiple VCF datasets into a single dataset						To update	https://vcftools.github.io/	Variant Analysis	vcftools_merge	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tool_collections/vcftools/vcftools_merge	0.1.11	tabix	1.11
vcftools_slice	vcftools_slice	Subset VCF dataset by genomic regions						To update	https://vcftools.github.io/	Variant Analysis	vcftools_slice	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tool_collections/vcftools/vcftools_slice	0.1	echo	
vcftools_subset	vcftools_subset	Select samples from a VCF dataset						To update	https://vcftools.github.io/	Variant Analysis	vcftools_subset	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tool_collections/vcftools/vcftools_subset	0.1	tabix	1.11
10x_bamtofastq	10x_bamtofastq	Converts 10x Genomics BAM to FASTQ						Up-to-date	https://github.com/10XGenomics/bamtofastq	Convert Formats	10x_bamtofastq	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/10x_bamtofastq	1.4.1	10x_bamtofastq	1.4.1
AggregateAlignments	graphclust_aggregate_alignments	Aggregate and filter alignment metrics of individual clusters, like the output of graphclust_align_cluster.						Up-to-date		RNA	graphclust_aggregate_alignments	rnateam	https://github.com/bgruening/galaxytools/tools/GraphClust/AggregateAlignments	0.6.0	graphclust-wrappers	0.6.0
AlignCluster	graphclust_align_cluster	Align predicted clusters of glob_report_no_align step with locarna and conservation analysis and visualizations.						To update		RNA	graphclust_align_cluster	rnateam	https://github.com/bgruening/galaxytools/tools/GraphClust/AlignCluster	0.1	graphclust-wrappers	0.6.0
CMFinder	cmFinder	Determines consensus motives for sequences.						To update		RNA	graphclust_cmfinder	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/GraphClust/CMFinder	0.4	graphclust-wrappers	0.6.0
CollectResults	glob_report	Post-processing. Redundant clusters are merged and instances that belong to multiple clusters are assigned unambiguously. For every pair of clusters, the relative overlap (i.e. the fraction of instances that occur in both clusters) is computed and clusters are merged if the overlap exceeds 50%. instances that occur in both clusters) is computed and clusters are merged if the overlap exceeds 50%.						To update		RNA	graphclust_postprocessing	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/GraphClust/CollectResults	0.5	graphclust-wrappers	0.6.0
CollectResultsNoAlign	graphclust_glob_report_no_align	Redundant GraphClust clusters are merged and instances that belong to multiple clusters are assigned unambiguously.						To update		RNA	graphclust_postprocessing_no_align	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/GraphClust/CollectResultsNoAlign	0.5	graphclust-wrappers	0.6.0
GSPAN	gspan	Second step of GraphClust						To update		RNA	graphclust_fasta_to_gspan	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/GraphClust/GSPAN	0.4	graphclust-wrappers	0.6.0
LocARNAGraphClust	locarna_best_subtree	MLocARNA computes a multiple sequence-structure alignment of RNA sequences.						To update		RNA	graphclust_mlocarna	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/GraphClust/LocARNAGraphClust	0.4	graphclust-wrappers	0.6.0
NSPDK	NSPDK_candidateClust, nspdk_sparse	Produces an explicit sparse feature encoding and copmutes global feature index and returns top dense sets.						To update		RNA	graphclust_nspdk	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/GraphClust/NSPDK	9.2.3.1	graphclust-wrappers	0.6.0
Plotting	motifFinderPlot	Plotting results for GraphClust						To update		RNA	graphclust_motif_finder_plot	rnateam	https://github.com/eteriSokhoyan/galaxytools/tree/master/tools/GraphClust/Plotting	0.4	seaborn	
PrepareForMlocarna	preMloc	This tool prepares files for locarna step.						To update		RNA	graphclust_prepocessing_for_mlocarna	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/GraphClust/PrepareForMlocarna	0.4	graphclust-wrappers	0.6.0
Preprocessing	preproc	Preprocessing input for GraphClust						To update		RNA	graphclust_preprocessing	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/GraphClust	0.5	graphclust-wrappers	0.6.0
Structure_GSPAN	structure_to_gspan	Convert RNA structure to GSPAN graphs						To update		RNA	structure_to_gspan	rnateam	https://github.com/mmiladi/galaxytools/blob/graphclust-gspan/tools/GraphClust/Structure_GSPAN	0.4	graphclust-wrappers	0.6.0
agat	agat	GTF/GFF analysis toolkit	agat	AGAT	Another Gff Analysis Toolkit (AGAT)Suite of tools to handle gene annotations in any GTF/GFF format.	Data handling, Genome annotation	Genomics	Up-to-date	https://github.com/NBISweden/AGAT	Convert Formats, Statistics, Fasta Manipulation	agat	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/agat	1.2.0	agat	1.2.0
antismash	antismash	Antismash allows the genome-wide identification, annotation and analysis of secondary metabolite biosynthesis gene clusters	antismash	antiSMASH	Rapid genome-wide identification, annotation and analysis of secondary metabolite biosynthesis gene clusters in bacterial and fungal genomes. It integrates and cross-links with a large number of in silico secondary metabolite analysis tools that have been published earlier.	Sequence clustering, Gene prediction, Differential gene expression analysis	Molecular interactions, pathways and networks, Gene and protein families	Up-to-date	https://antismash.secondarymetabolites.org	Sequence Analysis	antismash	bgruening	https://github.com/galaxyproject/tools-iuc/tree/master/tools/antismash	6.1.1	antismash	6.1.1
atactk_trim_adapters	atactk_trim_adapters	Trim adapters from paired-end HTS reads.						To update	https://github.com/ParkerLab/atactk/	Fastq Manipulation	atactk_trim_adapters	rnateam	https://github.com/bgruening/galaxytools/blob/master/tools/trim_adapters	0.1.6	atactk	0.1.9
augustus	augustus	AUGUSTUS is a program that predicts genes in eukaryotic genomic sequences.						To update	http://bioinf.uni-greifswald.de/augustus/	Sequence Analysis	augustus	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/augustus	3.1.0	augustus	3.5.0
bamhash	bamhash	Hash BAM and FASTQ files to verify data integrity						Up-to-date	https://github.com/DecodeGenetics/BamHash	Sequence Analysis	bamhash	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/bamhash	1.1	bamhash	1.1
barcode_collapse	barcode_collapse	Paired End randomer aware duplicate removal algorithm						To update	https://github.com/YeoLab/gscripts	RNA, Sequence Analysis	barcode_collapse	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/barcode_collapse	0.1.0	pysam	0.22.0
bigwig_to_bedgraph	bigwig_to_bedgraph	Convert from bigWig to bedGraph format						To update		Convert Formats	bigwig_to_bedgraph	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/bigwig_to_bedgraph	0.1.0	ucsc_tools	
biomodelsML	biomodels_biomd0000001066	Random Forest model to predict efficacy of immune checkpoint blockade across multiple cancer patient cohorts						To update	https://www.ebi.ac.uk/biomodels/BIOMD0000001066	Machine Learning	biomodels_biomd0000001066	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/biomodelsML	1		
bionano	bionano_scaffold	Bionano Solve is a set of tools for analyzing Bionano data						To update	https://bionanogenomics.com/	Assembly	bionano	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/bionano	3.7.0		
bismark	bismark_pretty_report, bismark_bowtie2, bismark_deduplicate, bismark_methylation_extractor	A tool to map bisulfite converted sequence reads and determine cytosine methylation states						To update	https://www.bioinformatics.babraham.ac.uk/projects/bismark/	Sequence Analysis, Next Gen Mappers	bismark	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/bismark	0.22.1	bismark	0.24.2
blobtoolkit	blobtoolkit	Identification and isolation non-target data in draft and publicly available genome assemblies.						To update	https://blobtoolkit.genomehubs.org/	Sequence Analysis, Assembly	blobtoolkit	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/blobtoolkit	4.0.7		
